pixel_index,color,log_p_z,log_p_z_ref,joint_score,joint_score_ref
1,0.0,-1.6315737271192967,1.0,[0. 0. 0.],[0. 0. 0.]
3,0.0,-1.6381992567741621,1.0,[0. 0. 0.],[0. 0. 0.]
4,0.2609986656705749,-2.013997429658078,-2.013997429658078,[0. 0. 0.],[0. 0. 0.]
6,0.2881482227744572,-1.721007316719316,-1.721007316719316,[0. 0. 0.],[0. 0. 0.]
13,0.04881487181955112,-4.877743979957275,-6.456645372706011,[-0.8446549  -0.80459181 -1.3456011 ],[-0.8446549  -0.80459181 -1.3456011 ]
10,0.0,-3.4843487155165755,1.0,[0. 0. 0.],[0. 0. 0.]
12,0.2866633495296039,-1.7628487120688188,-1.7628487120688188,[0. 0. 0.],[0. 0. 0.]
16,0.22921071121789383,-2.196696292519779,-2.196696292519779,[0. 0. 0.],[0. 0. 0.]
19,0.0,-1.856086986974422,1.0,[0. 0. 0.],[0. 0. 0.]
21,0.0,-1.9957010471674912,1.0,[0. 0. 0.],[0. 0. 0.]
22,0.041931299160434934,-4.333047356422334,-4.333047356422334,[0. 0. 0.],[0. 0. 0.]
28,0.1565908656145551,-1.9325678772196404,-1.9325678772196404,[0. 0. 0.],[0. 0. 0.]
31,0.0,-1.9462142353680363,1.0,[0. 0. 0.],[0. 0. 0.]
33,0.0,-3.9468664647500953,1.0,[0. 0. 0.],[0. 0. 0.]
34,0.022017675544905798,-2.8730004211057807,-2.8730004211057807,[0. 0. 0.],[0. 0. 0.]
37,0.1559641263586594,-1.7916333416665782,-1.7916333416665782,[0. 0. 0.],[0. 0. 0.]
41,0.0,-2.285937691397951,1.0,[0. 0. 0.],[0. 0. 0.]
42,0.1686175139931522,-1.7068812391637527,-1.7068812391637527,[0. 0. 0.],[0. 0. 0.]
43,0.016186503980252266,-5.3746689207258385,-5.3746689207258385,[0. 0. 0.],[0. 0. 0.]
45,0.18305022650701544,-1.6445121077975626,-1.6445121077975626,[0. 0. 0.],[0. 0. 0.]
46,0.0,-4.174504778200206,1.0,[0. 0. 0.],[0. 0. 0.]
59,0.283480761882767,-1.7587120413057342,-1.7587120413057342,[0. 0. 0.],[0. 0. 0.]
60,0.0,-1.8915439821935744,1.0,[0. 0. 0.],[0. 0. 0.]
63,0.0,-1.8114595468848558,1.0,[0. 0. 0.],[0. 0. 0.]
64,0.015908057860589082,-3.4685170629961997,-3.4685170629961997,[0. 0. 0.],[0. 0. 0.]
68,0.2206524612330724,-2.242621640748122,-2.242621640748122,[0. 0. 0.],[0. 0. 0.]
69,0.0,-2.08639842475005,1.0,[0. 0. 0.],[0. 0. 0.]
200,0.0,-5.544732123646131,1.0,[-0.8106367  -0.76720977 -1.39383804],[-0.8106367  -0.76720977 -1.39383804]
71,0.0,-1.9055263881191717,1.0,[0. 0. 0.],[0. 0. 0.]
73,0.05363687458371512,-4.300782994618937,-4.300782994618937,[0. 0. 0.],[0. 0. 0.]
76,0.21211657242783888,-2.322457525777778,-2.322457525777778,[0. 0. 0.],[0. 0. 0.]
148,0.0,-2.7283547209162182,1.0,[-0.82547993 -1.00044155  0.        ],[-0.82547993 -1.00044155  0.        ]
78,0.0,-2.017600161180557,1.0,[0. 0. 0.],[0. 0. 0.]
79,0.0,-4.319695188143391,1.0,[0. 0. 0.],[0. 0. 0.]
184,0.04996628290292589,-4.270150396649245,-5.022050665822172,[-0.62102076 -1.51988932  0.        ],[-0.62102076 -1.51988932  0.        ]
84,0.1581418412873388,-1.8374014163297576,-1.8374014163297576,[0. 0. 0.],[0. 0. 0.]
85,0.1784636721217937,-1.7316500226711349,-1.7316500226711349,[0. 0. 0.],[0. 0. 0.]
335,0.0,-2.2140106813084675,1.0,[-0.34160089 -0.9013931   0.        ],[-0.34160089 -0.9013931   0.        ]
435,0.1571965198058726,-2.0462716815353135,-2.499087298556702,[-0.41454575 -0.07201993  0.        ],[-0.41454575 -0.07201993  0.        ]
93,0.22754527825655563,-1.772291401261587,-1.772291401261587,[0. 0. 0.],[0. 0. 0.]
94,0.22456071864178426,-1.7833528656446995,-1.7833528656446995,[0. 0. 0.],[0. 0. 0.]
95,0.22382691366303664,-1.7856759667366287,-1.7856759667366287,[0. 0. 0.],[0. 0. 0.]
97,0.0,-2.0615432049406173,1.0,[0. 0. 0.],[0. 0. 0.]
98,0.22854384484196646,-1.767065577803392,-1.767065577803392,[0. 0. 0.],[0. 0. 0.]
99,0.03096652636364694,-4.725880312766716,-4.725880312766716,[0. 0. 0.],[0. 0. 0.]
100,0.0,-1.9457567788798433,1.0,[0. 0. 0.],[0. 0. 0.]
102,0.02899924294301782,-4.482867763730841,-4.482867763730841,[0. 0. 0.],[0. 0. 0.]
103,0.0,-1.6619637217493326,1.0,[0. 0. 0.],[0. 0. 0.]
104,0.26817233770116194,-1.7740223919823999,-1.7740223919823999,[0. 0. 0.],[0. 0. 0.]
105,0.0,-1.9570964243670397,1.0,[0. 0. 0.],[0. 0. 0.]
108,0.2504215329357964,-2.0695374876858765,-2.0695374876858765,[0. 0. 0.],[0. 0. 0.]
109,0.2765544141833054,-1.7855369888787047,-1.7855369888787047,[0. 0. 0.],[0. 0. 0.]
110,0.23069809851550424,-2.1528482175933474,-2.1528482175933474,[0. 0. 0.],[0. 0. 0.]
115,0.0,-4.6516612588992885,1.0,[0. 0. 0.],[0. 0. 0.]
117,0.0,-1.8260442871265081,1.0,[0. 0. 0.],[0. 0. 0.]
120,0.0,-1.9072657220307114,1.0,[0. 0. 0.],[0. 0. 0.]
121,0.0,-4.65257330896234,1.0,[0. 0. 0.],[0. 0. 0.]
123,0.0,-1.892063584627117,1.0,[0. 0. 0.],[0. 0. 0.]
127,0.0,-2.0723995240208026,1.0,[0. 0. 0.],[0. 0. 0.]
128,0.20394006301372522,-1.8962126060719595,-1.8962126060719595,[0. 0. 0.],[0. 0. 0.]
