pixel_index,color,log_p_z,log_p_z_ref,joint_score,joint_score_ref
0,0.0,-5.1415085239561815,1.0,[0. 0. 0.],[0. 0. 0.]
1,0.28159592969544106,-1.9377813183552504,-1.9377813183552504,[0. 0. 0.],[0. 0. 0.]
3,0.0,-1.958214135419693,1.0,[0. 0. 0.],[0. 0. 0.]
4,0.2562916868835378,-2.027944746803182,-2.027944746803182,[0. 0. 0.],[0. 0. 0.]
6,0.0,-2.7265193241518144,1.0,[ 1.31447576e-01 -3.24700262e-09  4.99823116e-01],[ 1.31447576e-01 -3.24700262e-09  4.99823116e-01]
7,0.3036355804823306,-1.6945112099188986,-1.6945112099188986,[0. 0. 0.],[0. 0. 0.]
8,0.2703292032211344,-2.013187919808194,-2.013187919808194,[0. 0. 0.],[0. 0. 0.]
11,0.0,-1.7049633349247564,1.0,[0. 0. 0.],[0. 0. 0.]
13,0.28204513567829476,-1.7834850870145285,-1.7834850870145285,[0. 0. 0.],[0. 0. 0.]
14,0.0,-3.7537083909343205,1.0,[0. 0. 0.],[0. 0. 0.]
15,0.0,-1.8573799595686564,1.0,[0. 0. 0.],[0. 0. 0.]
17,0.0,-1.8583326671548333,1.0,[0. 0. 0.],[0. 0. 0.]
18,0.2016051699490376,-2.3102206712502658,-2.3102206712502658,[0. 0. 0.],[0. 0. 0.]
19,0.28163776551320835,-1.8424998830410357,-1.8424998830410357,[0. 0. 0.],[0. 0. 0.]
20,0.1236829533604971,-3.8960484971503346,-3.8960484971503346,[0. 0. 0.],[0. 0. 0.]
22,0.2389407389740147,-1.9900418784850304,-1.9900418784850304,[0. 0. 0.],[0. 0. 0.]
23,0.0,-1.8956387640650187,1.0,[0. 0. 0.],[0. 0. 0.]
24,0.07591871626084992,-3.931042612318108,-3.931042612318108,[0. 0. 0.],[0. 0. 0.]
26,0.1838515264101509,-2.441067471345219,-2.441067471345219,[0. 0. 0.],[0. 0. 0.]
29,0.044531618032650294,-3.670487227145169,-3.670487227145169,[0. 0. 0.],[0. 0. 0.]
30,0.0,-2.241993132588936,1.0,[0. 0. 0.],[0. 0. 0.]
32,0.20936066775287085,-1.8610710760124611,-1.8610710760124611,[0. 0. 0.],[0. 0. 0.]
34,0.1628870162853386,-1.7996229752626862,-1.7996229752626862,[0. 0. 0.],[0. 0. 0.]
86,0.0,-4.287646609425742,1.0,[-5.28918736e-02  4.21255989e-01 -3.07705778e-09],[-5.28918736e-02  4.21255989e-01 -3.07705778e-09]
39,0.2251193549196794,-1.7856618864788425,-1.7856618864788425,[0. 0. 0.],[0. 0. 0.]
40,0.0,-4.439844834168834,1.0,[0. 0. 0.],[0. 0. 0.]
44,0.0,-4.575673491626755,1.0,[0. 0. 0.],[0. 0. 0.]
45,0.22336850481652862,-1.7880193163512472,-1.7880193163512472,[0. 0. 0.],[0. 0. 0.]
51,0.0,-1.7133278145222401,1.0,[0. 0. 0.],[0. 0. 0.]
53,0.2730619833806645,-1.9756701240524353,-1.9756701240524353,[0. 0. 0.],[0. 0. 0.]
55,0.2659813988648075,-2.008992243923704,-2.008992243923704,[0. 0. 0.],[0. 0. 0.]
56,0.25126177060362964,-2.054954225869782,-2.054954225869782,[0. 0. 0.],[0. 0. 0.]
57,0.24827927232431354,-2.0768026678425002,-2.0768026678425002,[0. 0. 0.],[0. 0. 0.]
64,0.0,-1.8571532856133937,1.0,[0. 0. 0.],[0. 0. 0.]
65,0.23526840314707415,-2.1691643997198735,-2.1691643997198735,[0. 0. 0.],[0. 0. 0.]
66,0.0,-1.7424192654703887,1.0,[0. 0. 0.],[0. 0. 0.]
68,0.08541195737211103,-4.277330536159964,-4.277330536159964,[0. 0. 0.],[0. 0. 0.]
69,0.08252828168401963,-4.239942298057787,-4.239942298057787,[0. 0. 0.],[0. 0. 0.]
79,0.15937115183873457,-1.9163780809179023,-1.9163780809179023,[0. 0. 0.],[0. 0. 0.]
80,0.20089118405728812,-1.9050672752542168,-1.9050672752542168,[0. 0. 0.],[0. 0. 0.]
82,0.21458339197060194,-1.839787036160365,-1.839787036160365,[0. 0. 0.],[0. 0. 0.]
178,0.0,-3.3520362765349896,1.0,[ 2.48534211e-01  4.58727025e-01 -1.45086167e-09],[ 2.48534211e-01  4.58727025e-01 -1.45086167e-09]
90,0.18016487603811754,-1.6797418530109953,-1.6797418530109953,[0. 0. 0.],[0. 0. 0.]
91,0.0,-2.2386347406148324,1.0,[0. 0. 0.],[0. 0. 0.]
94,0.2278009023455448,-1.7706411886355469,-1.7706411886355469,[0. 0. 0.],[0. 0. 0.]
96,0.0,-2.3666559566010426,1.0,[0. 0. 0.],[0. 0. 0.]
97,0.0,-3.058172650167135,1.0,[0. 0. 0.],[0. 0. 0.]
102,0.0,-3.7895750742501777,1.0,[0. 0. 0.],[0. 0. 0.]
254,0.04340827492910861,-5.026510056535356,-5.462390063854404,[ 1.38326408e-01 -3.00468645e-09  4.86096855e-01],[ 1.38326408e-01 -3.00468645e-09  4.86096855e-01]
104,0.0,-1.6801836022638859,1.0,[0. 0. 0.],[0. 0. 0.]
107,0.0,-1.8380208569225152,1.0,[0. 0. 0.],[0. 0. 0.]
262,0.07589012133028868,-4.794139722261936,-6.5502952510460135,[ 4.86096855e-01 -3.46371415e-09  4.99616259e-01],[ 4.86096855e-01 -3.46371415e-09  4.99616259e-01]
110,0.24508458155652532,-2.1063104522046197,-2.1063104522046197,[0. 0. 0.],[0. 0. 0.]
111,0.0,-1.7241543530589187,1.0,[0. 0. 0.],[0. 0. 0.]
113,0.0,-4.508214635444693,1.0,[0. 0. 0.],[0. 0. 0.]
114,0.08407452145910707,-4.284211590643479,-4.284211590643479,[0. 0. 0.],[0. 0. 0.]
