pixel_index,color,log_p_z,log_p_z_ref,joint_score,joint_score_ref
0,0.29254401088331744,-1.9021613056571907,-1.9021613056571907,[0. 0. 0.],[0. 0. 0.]
7,0.0,-1.9019894722329278,1.0,[0. 0. 0.],[0. 0. 0.]
11,0.284374295117149,-1.7603422030736433,-1.7603422030736433,[0. 0. 0.],[0. 0. 0.]
13,0.0,-1.8775746211929356,1.0,[0. 0. 0.],[0. 0. 0.]
14,0.0,-2.071080922862718,1.0,[0. 0. 0.],[0. 0. 0.]
15,0.0,-1.894030429027579,1.0,[0. 0. 0.],[0. 0. 0.]
16,0.2219631043157547,-2.2233122051011325,-2.2233122051011325,[0. 0. 0.],[0. 0. 0.]
17,0.0,-1.788500341783018,1.0,[0. 0. 0.],[0. 0. 0.]
18,0.0,-1.8869931824973782,1.0,[0. 0. 0.],[0. 0. 0.]
22,0.0,-1.9120841186702784,1.0,[0. 0. 0.],[0. 0. 0.]
24,0.0,-1.904925596395693,1.0,[0. 0. 0.],[0. 0. 0.]
27,0.0,-3.9362221420067973,1.0,[0. 0. 0.],[0. 0. 0.]
29,0.0,-5.687145717958331,1.0,[0. 0. 0.],[0. 0. 0.]
30,0.20941322861823242,-1.8672343057522367,-1.8672343057522367,[0. 0. 0.],[0. 0. 0.]
34,0.0,-3.9336545535411367,1.0,[0. 0. 0.],[0. 0. 0.]
35,0.0,-2.388863479877217,1.0,[0. 0. 0.],[0. 0. 0.]
41,0.0,-2.156723709974752,1.0,[0. 0. 0.],[0. 0. 0.]
45,0.0,-4.600737524695238,1.0,[0. 0. 0.],[0. 0. 0.]
48,0.0,-2.0786004593016503,1.0,[0. 0. 0.],[0. 0. 0.]
49,0.0,-4.379662485784567,1.0,[0. 0. 0.],[0. 0. 0.]
50,0.27632650786896357,-1.9432122824429998,-1.9432122824429998,[0. 0. 0.],[0. 0. 0.]
51,0.0,-1.6745654132040368,1.0,[0. 0. 0.],[0. 0. 0.]
53,0.0,-3.745462485314922,1.0,[0. 0. 0.],[0. 0. 0.]
54,0.0,-4.267252316431563,1.0,[0. 0. 0.],[0. 0. 0.]
56,0.0,-1.843284109577816,1.0,[0. 0. 0.],[0. 0. 0.]
120,0.0,-5.438195129084011,1.0,[ 0.55966959 -0.69189168  0.00343208],[ 0.55966959 -0.69189168  0.00343208]
59,0.0,-1.725377752006054,1.0,[0. 0. 0.],[0. 0. 0.]
61,0.06434429130662012,-4.539002359070154,-4.539002359070154,[0. 0. 0.],[0. 0. 0.]
62,0.04695017706396319,-3.629268123903998,-3.629268123903998,[0. 0. 0.],[0. 0. 0.]
68,0.2928065317615295,-1.8152415834905011,-1.8152415834905011,[0. 0. 0.],[0. 0. 0.]
73,0.0,-2.1406271768080334,1.0,[0. 0. 0.],[0. 0. 0.]
75,0.0,-1.9781122957368187,1.0,[0. 0. 0.],[0. 0. 0.]
77,0.04768657060282695,-4.357014124500856,-4.357014124500856,[0. 0. 0.],[0. 0. 0.]
78,0.022215048065958542,-4.107519114737174,-4.107519114737174,[0. 0. 0.],[0. 0. 0.]
79,0.0,-2.072382187970278,1.0,[0. 0. 0.],[0. 0. 0.]
80,0.0,-3.50235096639517,1.0,[0. 0. 0.],[0. 0. 0.]
81,0.0,-1.9663916665370642,1.0,[0. 0. 0.],[0. 0. 0.]
82,0.0,-4.053139177834664,1.0,[0. 0. 0.],[0. 0. 0.]
83,0.036858163099340424,-4.570803970769607,-4.570803970769607,[0. 0. 0.],[0. 0. 0.]
388,0.0,-3.3071062080149187,1.0,[ 0.38254393 -0.61233619  0.68847   ],[ 0.38254393 -0.61233619  0.68847   ]
87,0.0,-2.262229966644085,1.0,[0. 0. 0.],[0. 0. 0.]
92,0.22414649435404,-1.7859204179067065,-1.7859204179067065,[0. 0. 0.],[0. 0. 0.]
93,0.17705978938915914,-1.6793094324683513,-1.6793094324683513,[0. 0. 0.],[0. 0. 0.]
